temperatura,amonia,idade,peso,sexo,fotoperiodo,ruido,luz,umidade,infeccoes,animais_por_gaiola,risco,linhagem
36,30,207,467,1,12,63,275,62,1,3,3,1
33,29,525,381,1,13,48,277,36,1,4,3,1
25,15,352,320,1,14,11,195,43,0,2,3,1
31,21,575,290,1,12,21,287,12,1,4,3,1
39,23,343,15,1,14,41,239,90,1,4,3,1
25,21,455,68,0,12,12,116,22,0,2,3,1
40,10,69,441,1,12,11,119,70,1,4,3,1
35,30,700,281,0,11,49,282,78,1,2,3,1
40,27,45,346,1,16,11,69,18,0,1,3,1
20,16,382,185,1,16,65,90,22,1,3,3,1
34,12,399,37,0,13,43,281,54,0,1,3,1
39,12,506,145,1,16,41,134,41,0,1,3,1
35,9,676,441,0,10,36,291,44,1,3,3,1
30,30,507,404,1,15,49,254,49,1,5,3,1
38,29,346,189,0,11,79,107,82,0,5,3,1
39,30,445,465,0,16,24,186,36,0,2,3,1
39,24,661,37,0,16,59,246,81,0,3,3,1
39,16,374,25,1,15,74,172,11,0,3,3,1
32,18,330,325,1,15,22,205,57,1,5,3,1
23,24,107,158,0,11,24,140,66,1,1,3,1
24,11,306,144,0,11,56,293,43,1,3,3,1
23,9,637,289,1,11,14,257,22,0,4,3,1
29,29,405,314,0,14,58,99,5,0,4,3,1
38,14,368,57,1,14,16,138,69,1,5,3,1
32,19,122,324,1,10,74,118,17,0,1,3,1
35,19,336,237,1,12,43,142,42,1,3,3,1
33,11,330,380,0,13,41,162,45,1,3,3,1
29,10,476,405,1,16,80,88,57,0,2,3,1
33,17,46,413,0,14,35,254,85,0,5,3,1
20,11,620,294,0,13,65,76,54,1,2,3,1
26,16,648,66,1,13,33,127,14,0,3,3,1
26,19,177,239,1,11,30,217,34,1,3,3,1
27,24,207,240,0,15,46,230,3,1,2,3,1
40,21,700,338,1,15,53,86,1,1,5,3,1
33,18,396,373,0,13,11,147,22,0,2,3,1
25,14,331,145,1,10,76,291,41,0,1,3,1
30,11,108,120,0,10,40,193,19,0,1,3,1
25,23,211,69,0,10,37,170,49,0,5,3,1
35,19,593,179,1,10,34,238,12,0,5,3,1
37,29,190,138,1,11,13,208,86,0,2,3,1
28,17,308,192,1,13,62,208,62,0,5,3,1
22,24,641,250,1,12,32,103,67,1,3,3,1
31,30,566,254,1,14,12,176,30,1,5,3,1
28,25,230,25,1,15,42,146,1,1,1,3,1
34,16,96,26,1,12,67,145,21,1,5,3,1
32,27,82,269,1,12,15,226,16,0,5,3,1
22,26,452,362,1,15,41,219,29,1,1,3,1
37,27,409,468,0,15,68,65,64,1,2,3,1
33,21,40,500,0,12,25,119,57,1,4,3,1
34,12,632,188,0,16,56,62,87,1,1,3,1
37,12,113,45,1,14,19,128,7,0,3,3,1
36,18,708,430,1,13,31,268,41,1,1,3,1
28,15,419,287,0,14,40,142,38,1,5,3,1
36,24,407,141,1,12,41,258,78,1,3,3,1
23,14,256,361,0,11,66,299,34,1,3,3,1
34,26,253,91,1,16,32,208,40,1,4,3,1
38,22,63,318,0,16,46,161,67,1,3,3,1
35,26,220,248,1,14,44,175,85,0,2,3,1
38,24,40,316,1,13,67,258,83,1,2,3,1
24,25,730,234,1,10,79,153,12,1,1,3,1
35,30,633,111,1,13,73,87,17,1,2,3,1
24,17,674,386,1,16,76,204,22,0,3,3,1
28,28,589,123,0,11,58,240,21,1,1,3,1
27,11,464,494,1,10,30,225,35,0,2,3,1
25,26,140,219,0,15,38,152,99,1,4,3,1
35,21,356,299,1,13,11,192,35,0,1,3,1
35,16,416,386,0,11,13,112,86,1,3,3,1
35,20,183,44,1,14,20,157,30,1,3,3,1
39,20,102,196,1,12,79,121,71,1,3,3,1
39,10,213,445,1,15,25,243,97,0,1,3,1
21,20,428,306,1,10,24,288,24,0,1,3,1
26,29,299,413,0,11,11,100,12,1,1,3,1
26,30,621,74,1,13,64,250,39,1,5,3,1
29,29,644,151,1,10,57,278,14,1,5,3,1
30,28,258,418,0,12,38,179,93,0,4,3,1
40,23,723,224,0,12,30,146,32,1,5,3,1
24,26,401,378,0,15,31,112,44,0,2,3,1
36,29,345,195,0,15,12,260,88,1,1,3,1
21,26,684,133,1,12,42,214,97,0,1,3,1
27,23,199,447,0,12,32,224,4,1,5,3,1
31,24,313,320,0,15,24,266,61,0,1,3,1
26,20,401,192,1,12,65,89,52,0,5,3,1
20,14,271,241,0,11,27,199,29,0,5,3,1
25,29,447,355,1,11,47,66,95,1,5,3,1
40,9,693,102,0,14,22,201,57,0,4,3,1
37,15,91,148,1,14,31,84,96,0,3,3,1
22,12,92,371,1,14,76,201,29,0,2,3,1
31,25,562,344,1,11,45,135,46,1,4,3,1
40,10,480,118,1,10,49,66,93,1,4,3,1
39,27,324,488,1,15,26,78,34,1,4,3,1
25,13,655,360,0,15,50,230,16,0,5,3,1
36,24,335,16,1,16,28,70,30,0,2,3,1
34,14,523,444,1,11,33,125,94,0,1,3,1
30,13,139,206,1,13,43,297,56,0,4,3,1
27,27,357,394,1,12,68,117,43,1,4,3,1
28,28,432,231,0,15,16,219,36,0,3,3,1
35,28,609,209,1,15,17,272,80,0,3,3,1
23,13,103,366,0,12,19,118,92,1,2,3,1
40,12,319,214,0,10,61,90,54,0,1,3,1
24,26,427,371,1,13,27,299,52,1,5,3,1
24,14,367,67,0,11,77,153,19,0,3,3,1
23,26,500,408,1,11,12,134,30,1,3,3,1
25,17,134,437,0,15,18,145,3,1,1,3,1
28,9,50,237,0,16,66,208,60,1,3,3,1
39,10,237,43,0,12,12,206,76,0,4,3,1
27,23,221,425,0,11,37,270,83,1,2,3,1
37,19,188,490,1,15,28,153,53,1,5,3,1
21,10,493,433,1,13,18,152,66,1,5,3,1
39,10,396,291,1,15,61,217,96,1,4,3,1
38,28,385,413,0,10,66,76,29,1,4,3,1
30,13,677,142,0,13,53,195,33,1,3,3,1
26,13,147,343,1,12,27,137,58,0,2,3,1
30,19,66,190,0,15,13,163,58,0,5,3,1
38,28,517,25,0,11,79,299,60,1,5,3,1
28,20,518,372,0,16,65,243,9,1,5,3,1
36,9,443,98,0,13,25,265,6,0,3,3,1
27,13,38,343,1,16,60,179,57,0,4,3,1
35,24,511,452,0,13,79,125,92,1,1,3,1
39,26,684,66,1,11,64,253,98,1,5,3,1
29,28,579,200,0,14,50,242,51,0,3,3,1
36,18,392,185,1,14,28,179,44,0,1,3,1
35,14,587,94,0,11,73,61,56,1,5,3,1
39,10,262,383,0,15,16,147,65,0,5,3,1
35,22,106,80,1,14,78,172,94,1,5,3,1
37,27,203,256,1,12,59,196,42,1,3,3,1
25,11,348,290,1,15,13,192,35,0,1,3,1
29,13,536,27,1,16,75,268,74,1,1,3,1
36,25,177,228,1,16,79,87,59,1,4,3,1
20,25,258,414,1,12,58,102,25,0,5,3,1
29,18,259,469,1,14,71,133,64,1,5,3,1
38,12,352,430,1,15,30,233,75,0,4,3,1
35,28,519,133,0,14,38,143,29,1,3,3,1
37,18,367,36,1,15,73,267,75,0,1,3,1
25,12,57,156,0,16,52,168,27,1,5,3,1
21,22,582,184,1,16,51,208,59,1,3,3,1
38,19,60,463,1,11,34,135,69,0,4,3,1
28,27,635,184,0,10,50,74,10,1,3,3,1
28,15,96,105,0,11,76,190,45,1,3,3,1
24,15,664,106,0,16,62,140,77,0,1,3,1
33,26,573,317,0,12,78,219,69,0,2,3,1
38,26,399,450,1,15,80,189,43,0,3,3,1
33,11,311,308,1,12,16,225,98,0,4,3,1
31,16,427,100,0,11,54,134,58,1,2,3,1
37,21,213,111,0,16,17,287,50,1,5,3,1
34,9,398,365,0,10,20,232,44,0,4,3,1
21,21,365,88,0,15,51,152,98,1,2,3,1
24,19,601,301,1,14,44,227,16,0,5,3,1
29,16,175,137,0,10,43,153,83,0,4,3,1
35,25,352,189,1,14,55,202,37,1,5,3,1
29,28,364,396,0,14,64,291,96,1,2,3,1
34,14,616,409,0,10,54,119,6,0,1,3,1
39,23,468,110,1,12,21,149,61,0,5,3,1
32,22,300,123,0,14,33,205,34,1,5,3,1
32,24,134,364,1,12,26,69,61,1,3,3,1
38,13,727,225,0,11,30,213,32,0,4,3,1
32,22,21,290,0,11,61,213,24,0,3,3,1
39,22,78,303,1,10,42,239,79,0,4,3,1
23,16,438,301,0,15,68,109,99,0,1,3,1
37,19,116,143,0,14,76,227,2,0,1,3,1
38,23,40,399,0,15,11,210,70,0,2,3,1
34,10,187,290,1,15,64,73,30,0,2,3,1
36,12,239,225,1,13,78,204,0,1,4,3,1
35,17,34,402,0,14,11,139,87,0,1,3,1
30,10,180,183,0,13,77,193,38,1,4,3,1
23,23,365,339,1,12,76,113,43,1,4,3,1
31,18,515,296,0,13,29,168,95,1,2,3,1
33,12,461,53,1,10,42,272,93,0,3,3,1
31,25,430,308,0,16,15,219,82,0,1,3,1
21,27,716,176,0,16,80,159,57,0,3,3,1
29,29,583,249,1,10,56,280,37,0,1,3,1
27,25,728,127,0,10,46,157,14,1,5,3,1
27,25,28,217,0,10,63,246,55,0,1,3,1
23,23,134,241,0,12,50,227,17,1,2,3,1
24,29,184,172,0,12,40,204,32,1,5,3,1
22,17,667,71,0,11,63,161,35,0,3,3,1
20,12,418,410,1,12,49,78,22,1,2,3,1
37,22,637,401,1,16,55,189,90,1,1,3,1
20,24,45,29,0,13,18,267,53,0,1,3,1
32,15,222,101,0,12,23,88,56,1,4,3,1
33,24,70,314,1,16,48,203,18,0,3,3,1
37,28,409,296,0,11,29,240,98,1,2,3,1
32,21,270,475,1,12,57,148,19,0,5,3,1
23,10,250,416,0,10,41,212,26,1,5,3,1
21,22,119,476,0,11,42,195,78,0,4,3,1
40,20,114,418,1,13,47,137,55,0,5,3,1
38,11,684,36,1,13,74,166,93,1,2,3,1
22,24,25,54,0,14,44,159,20,1,5,3,1
25,29,508,196,0,16,62,180,72,0,5,3,1
35,15,36,215,1,10,65,201,26,1,1,3,1
27,21,508,492,1,13,17,141,19,0,5,3,1
36,27,359,100,0,14,37,120,68,0,2,3,1
20,13,471,230,0,16,18,182,79,1,1,3,1
31,19,563,385,1,10,41,299,21,1,3,3,1
28,16,126,169,1,15,41,222,66,1,1,3,1
38,14,177,254,0,13,43,205,72,1,3,3,1
30,15,521,383,0,12,14,178,17,1,1,3,1
21,19,567,196,1,14,36,142,23,0,4,3,1
21,12,643,303,0,13,45,262,6,1,4,3,1
37,23,428,320,0,14,74,191,70,0,1,3,1
31,30,323,385,1,14,75,250,20,1,1,3,1
25,20,442,378,0,12,64,267,33,0,2,3,1
25,29,187,301,1,13,67,238,77,0,1,3,1
26,26,730,473,0,10,48,203,4,1,5,3,1
32,26,245,160,1,14,65,243,87,0,2,3,1
32,27,437,118,0,16,25,69,65,1,5,3,1
28,16,91,219,1,11,35,216,21,1,5,3,1
26,14,67,184,0,10,19,151,71,1,2,3,1
39,27,141,249,0,13,65,197,25,1,4,3,1
21,28,483,319,1,10,24,278,39,1,3,3,1
28,28,571,417,0,12,33,187,31,1,2,3,1
39,27,387,497,0,15,37,170,12,1,4,3,1
23,9,101,312,1,16,71,84,20,1,4,3,1
28,14,152,478,1,11,34,81,48,1,4,3,1
28,21,641,219,1,13,35,226,2,0,4,3,1
33,23,252,397,0,14,61,77,1,0,3,3,1
26,21,663,291,0,16,68,83,71,1,4,3,1
39,20,88,321,0,11,69,290,18,1,2,3,1
21,28,100,202,1,12,56,137,69,1,2,3,1
25,20,730,417,1,16,28,202,39,0,4,3,1
35,17,478,483,0,13,74,214,0,0,1,3,1
36,27,284,238,0,16,24,72,71,0,5,3,1
21,17,299,87,1,13,80,240,84,0,4,3,1
37,27,325,177,1,10,42,154,25,0,3,3,1
22,14,41,451,1,14,78,107,58,0,4,3,1
39,12,68,104,1,10,71,142,68,1,2,3,1
21,9,200,246,0,16,30,85,80,0,3,3,1
33,29,232,412,0,11,35,108,85,1,1,3,1
26,23,325,406,1,15,34,85,38,0,3,3,1
25,24,714,340,1,13,65,161,78,0,1,3,1
24,13,194,180,1,15,67,167,73,1,4,3,1
38,30,232,303,0,14,58,156,100,1,4,3,1
27,26,181,226,0,14,42,263,64,1,3,3,1
25,27,181,62,1,13,64,89,5,1,3,3,1
27,17,79,496,1,12,45,73,41,0,3,3,1
35,27,333,390,0,11,32,178,21,1,5,3,1
22,22,63,16,0,16,80,142,26,1,4,3,1
34,28,687,109,1,13,12,240,26,1,4,3,1
37,17,127,368,0,11,37,208,68,1,2,3,1
29,25,58,498,0,16,55,209,30,1,1,3,1
26,17,59,65,1,12,72,65,42,1,5,3,1
28,30,363,347,0,15,54,174,70,0,3,3,1
20,25,168,199,0,13,16,206,63,0,3,3,1
31,28,342,353,0,16,33,96,71,1,3,3,1
38,12,337,119,0,12,45,265,77,1,2,3,1
20,19,30,128,1,13,39,144,57,0,4,3,1
26,13,486,110,1,11,64,261,40,1,1,3,1
29,14,123,405,1,13,17,178,41,0,4,3,1
29,25,399,327,1,10,52,125,21,0,4,3,1
27,25,546,392,1,10,16,194,7,1,3,3,1
33,28,42,123,0,16,50,145,37,0,3,3,1
39,16,204,138,0,11,62,85,42,0,1,3,1
27,23,233,375,1,16,25,240,90,1,2,3,1
32,19,595,377,1,16,63,103,58,1,3,3,1
39,21,307,450,0,16,71,122,82,0,1,3,1
32,14,454,451,0,16,48,296,14,0,3,3,1
39,26,348,465,1,16,77,66,97,1,2,3,1
36,19,130,42,1,13,39,261,5,1,4,3,1
35,19,233,289,0,16,74,196,65,1,4,3,1
25,18,349,338,0,13,49,250,100,1,1,3,1
24,23,139,348,0,11,31,237,72,0,2,3,1
28,14,292,311,0,10,57,126,86,1,2,3,1
37,20,367,223,1,10,68,66,74,0,1,3,1
20,23,327,119,1,14,13,97,29,1,1,3,1
22,27,344,280,1,11,64,207,45,0,5,3,1
39,13,651,86,0,15,15,188,17,1,2,3,1
31,25,261,215,0,10,49,229,29,1,2,3,1
31,19,334,374,0,11,71,154,86,1,5,3,1
20,26,209,14,1,12,10,203,13,1,4,3,1
22,14,702,239,1,10,72,290,36,0,5,3,1
37,24,232,42,1,12,12,280,12,1,1,3,1
40,10,518,253,0,15,44,268,59,1,2,3,1
27,11,46,174,0,16,57,285,85,0,2,3,1
32,27,605,62,1,12,11,274,31,1,2,3,1
23,9,320,147,0,13,17,140,83,0,1,3,1
38,27,173,208,0,11,25,271,23,1,4,3,1
20,26,181,233,0,14,62,174,53,0,4,3,1
36,20,361,335,1,12,52,266,35,0,3,3,1
32,29,700,147,1,15,33,161,90,0,5,3,1
33,16,443,199,1,15,22,161,68,1,4,3,1
29,25,663,82,1,12,50,287,58,0,2,3,1
35,26,271,369,0,16,32,195,78,1,4,3,1
21,16,160,326,0,14,44,104,78,1,4,3,1
30,24,544,426,0,14,35,134,89,0,4,3,1
31,21,303,100,1,12,10,170,15,0,1,3,1
24,9,68,41,0,12,55,271,52,0,2,3,1
33,23,273,78,1,12,45,167,65,1,5,3,1
27,23,167,93,0,14,25,259,85,0,5,3,1
20,20,510,428,0,11,35,157,22,0,5,3,1
24,9,540,368,0,15,33,214,57,1,1,3,1
30,22,401,431,1,15,43,90,52,1,1,3,1
39,21,609,317,1,14,17,75,5,0,1,3,1
28,23,707,273,1,11,58,200,93,1,2,3,1
21,26,115,372,1,10,52,288,33,1,1,3,1
33,22,474,177,1,11,55,241,11,1,4,3,1
21,28,281,330,1,13,57,153,64,0,1,3,1
21,19,359,59,0,10,40,261,6,0,5,3,1
30,21,249,198,1,12,63,276,66,1,4,3,1
34,13,618,459,1,11,26,226,34,0,4,3,1
36,18,64,410,0,14,45,108,78,0,2,3,1
38,12,660,422,1,16,36,119,38,0,4,3,1
23,17,192,339,0,13,22,97,13,0,3,3,1
23,30,728,476,1,10,64,93,17,1,2,3,1
38,23,698,142,1,10,36,268,90,0,4,3,1
34,22,527,190,1,16,64,251,68,1,3,3,1
21,9,470,468,1,13,29,227,100,1,1,3,1
30,16,197,412,1,11,41,292,38,0,1,3,1
22,29,127,394,1,13,28,235,87,0,2,3,1
36,9,569,58,0,16,61,117,26,1,2,3,1
36,17,422,317,0,13,60,169,96,0,4,3,1
25,9,301,286,0,15,79,209,50,1,4,3,1
32,24,452,425,0,14,38,295,79,1,3,3,1
38,23,461,88,0,10,35,197,43,1,3,3,1
29,26,223,338,1,12,13,255,8,0,5,3,1
21,16,642,40,1,16,26,63,9,1,4,3,1
20,25,354,255,0,12,33,115,89,0,5,3,1
24,9,617,366,0,14,10,124,55,0,3,3,1
33,30,333,154,1,12,16,60,2,0,3,3,1
25,29,675,41,0,15,13,121,95,1,1,3,1
26,16,90,136,0,16,75,78,75,0,3,3,1
38,11,27,15,1,11,23,240,95,0,3,3,1
29,10,338,368,0,15,18,85,41,1,5,3,1
25,18,233,145,0,12,43,133,98,1,4,3,1
34,14,159,125,1,11,47,152,87,0,3,3,1
35,29,143,199,1,10,10,289,13,1,4,3,1
30,24,211,442,1,11,76,281,35,1,2,3,1
39,16,202,73,0,12,62,297,8,0,1,3,1
27,20,692,76,1,13,37,247,4,0,4,3,1
35,12,647,321,0,13,10,120,35,1,5,3,1
23,11,42,331,0,11,47,177,28,1,5,3,1
21,19,260,166,1,14,19,288,50,1,5,3,1
35,24,238,65,1,13,12,170,50,0,1,3,1
30,25,497,45,1,10,39,191,43,1,3,3,1
40,16,136,263,0,10,71,206,77,0,5,3,1
20,23,532,305,1,13,46,272,91,0,3,3,1
25,28,310,454,1,16,57,121,40,0,5,3,1
29,26,506,69,0,11,42,281,35,1,1,3,1
39,21,400,186,1,14,26,293,52,1,3,3,1
35,11,429,30,1,16,69,72,14,1,2,3,1
28,28,40,385,1,15,50,290,40,1,1,3,1
34,23,203,407,0,10,69,86,42,1,3,3,1
40,23,466,413,1,16,37,91,91,1,4,3,1
36,10,388,19,1,14,43,267,91,0,3,3,1
21,16,600,219,1,13,10,288,83,1,5,3,1
33,19,215,304,0,14,64,124,64,0,2,3,1
28,25,48,116,0,13,72,250,1,1,5,3,1
29,25,157,442,0,12,27,142,67,0,4,3,1
37,25,558,448,0,11,38,185,33,1,4,3,1
35,18,403,34,0,10,51,256,29,1,4,3,1
27,27,349,221,1,15,77,146,12,0,5,3,1
30,18,295,51,1,15,79,74,80,1,2,3,1
39,19,134,195,0,14,80,134,18,1,4,3,1
38,29,63,493,1,13,40,78,47,0,1,3,1
32,16,484,336,1,16,14,212,42,1,5,3,1
40,22,199,466,0,12,78,106,55,0,2,3,1
30,9,637,223,0,13,12,239,68,1,1,3,1
35,17,241,183,0,10,15,187,74,1,3,3,1
33,22,356,439,0,16,32,262,15,1,3,3,1
27,19,236,243,1,10,52,86,92,1,4,3,1
25,25,228,353,0,11,75,199,89,1,3,3,1
33,14,518,18,1,11,44,135,9,1,1,3,1
34,19,102,37,0,16,71,146,9,0,1,3,1
30,20,522,378,0,15,14,164,32,0,3,3,1
27,19,143,59,1,11,12,191,62,1,2,3,1
29,22,727,378,1,10,75,132,0,0,5,3,1
33,9,656,250,1,10,64,96,33,0,1,3,1
29,13,527,39,0,14,23,90,96,0,5,3,1
20,21,566,103,1,11,75,240,34,0,4,3,1
25,11,506,281,0,15,11,86,78,1,3,3,1
32,9,128,500,1,16,24,133,87,0,4,3,1
24,10,446,171,1,15,26,92,83,0,4,3,1
34,11,380,336,1,10,47,268,39,1,1,3,1
22,28,364,392,0,10,15,231,99,1,5,3,1
35,9,291,213,1,12,35,267,42,0,4,3,1
40,14,539,47,1,14,56,61,51,0,4,3,1
40,10,377,465,1,15,46,192,73,0,4,3,1
29,13,594,82,0,16,77,88,98,0,1,3,1
31,22,635,470,0,12,73,293,38,1,2,3,1
24,21,682,421,0,12,27,124,2,1,3,3,1
25,27,158,498,1,16,59,259,17,1,1,3,1
20,14,188,192,1,13,28,196,50,0,4,3,1
23,17,134,343,1,12,63,224,40,0,3,3,1
24,29,99,446,1,14,34,137,14,1,3,3,1
21,21,493,65,0,14,56,134,56,1,4,3,1
38,27,394,72,1,14,25,191,23,0,5,3,1
22,18,222,263,1,16,23,196,37,0,1,3,1
40,13,27,278,1,16,63,154,27,0,2,3,1
33,22,567,204,0,14,46,211,17,1,2,3,1
30,12,631,427,1,12,58,208,20,1,2,3,1
30,10,194,64,0,16,64,230,83,1,1,3,1
30,10,447,220,1,10,52,162,7,1,4,3,1
38,10,256,405,0,13,17,145,66,0,3,3,1
30,15,489,340,1,11,36,296,50,1,4,3,1
40,22,159,350,1,16,73,183,23,0,3,3,1
28,19,460,327,1,10,14,249,56,0,1,3,1
23,20,166,85,0,11,38,141,71,1,4,3,1
26,22,333,383,0,15,30,84,43,1,2,3,1
26,24,550,341,1,16,33,85,28,1,3,3,1
26,20,52,58,0,15,78,216,72,0,4,3,1
26,29,78,181,1,16,26,236,91,0,2,3,1
21,18,100,383,0,10,50,87,71,1,5,3,1
35,16,716,20,0,16,23,87,71,0,4,3,1
28,26,563,267,0,16,72,276,79,0,3,3,1
37,18,173,170,0,11,67,253,77,1,4,3,1
37,21,258,171,0,13,26,162,92,0,2,3,1
23,28,695,13,0,10,66,233,29,1,2,3,1
33,16,100,411,0,12,38,255,7,0,1,3,1
34,15,617,213,1,11,27,220,69,1,3,3,1
20,18,144,447,1,14,69,222,88,0,4,3,1
35,15,213,102,1,14,52,218,62,1,5,3,1
28,19,327,290,0,10,26,160,50,1,5,3,1
27,10,81,246,1,16,54,281,31,1,4,3,1
25,16,644,292,0,12,67,140,82,0,2,3,1
25,21,581,422,0,12,24,151,98,1,2,3,1
21,18,25,378,1,14,40,284,57,1,4,3,1
29,30,351,296,1,15,34,125,72,1,2,3,1
27,25,533,438,0,16,20,130,37,0,5,3,1
32,27,471,220,1,16,47,271,28,0,4,3,1
39,23,566,141,1,13,17,299,2,1,2,3,1
34,25,652,458,1,14,79,254,4,1,5,3,1
40,12,600,390,0,13,65,88,84,0,3,3,1
38,16,99,499,0,12,57,138,40,0,5,3,1
20,22,174,117,1,12,36,175,34,1,1,3,1
34,17,290,459,0,15,45,64,83,1,5,3,1
21,14,218,435,0,11,52,72,77,0,3,3,1
37,20,669,279,0,14,38,129,86,0,5,3,1
21,18,58,30,0,10,49,212,50,0,5,3,1
24,26,31,421,1,13,64,251,35,1,2,3,1
27,18,223,347,1,16,14,120,19,0,3,3,1
31,20,40,328,1,13,25,99,49,0,5,3,1
25,20,689,129,0,13,69,137,53,0,1,3,1
25,28,572,339,1,15,55,277,42,0,4,3,1
29,18,300,428,0,12,27,113,57,0,3,3,1
31,13,237,139,0,11,80,193,74,0,3,3,1
39,23,508,123,0,10,35,107,25,0,5,3,1
31,18,363,474,0,16,72,136,37,1,1,3,1
26,27,359,193,0,10,41,261,32,0,5,3,1
40,26,545,334,1,15,60,149,56,1,3,3,1
34,27,51,486,1,15,74,105,24,1,2,3,1
30,22,190,466,0,11,22,184,27,0,3,3,1
24,17,339,455,1,15,34,146,73,1,5,3,1
20,30,715,360,0,12,62,268,46,0,4,3,1
25,25,704,185,0,16,15,264,54,0,5,3,1
33,26,283,203,1,15,77,61,27,1,2,3,1
37,24,144,29,0,10,76,88,43,0,2,3,1
20,16,475,275,1,13,18,243,12,1,5,3,1
31,27,475,323,0,12,40,247,82,1,5,3,1
26,12,253,110,0,14,77,251,19,0,4,3,1
21,21,422,221,0,11,68,208,39,0,4,3,1
39,25,407,476,0,11,19,218,84,0,2,3,1
35,26,344,74,1,12,65,274,81,0,4,3,1
29,10,52,296,1,13,39,157,85,1,4,3,1
30,26,104,296,0,16,22,189,90,0,1,3,1
23,27,183,226,0,10,63,287,38,0,5,3,1
27,24,578,457,1,11,48,263,66,0,5,3,1
40,29,719,367,0,11,63,176,83,0,2,3,1
33,18,457,334,0,12,38,174,64,1,2,3,1
35,15,21,120,1,13,32,255,29,0,3,3,1
22,26,613,457,0,16,13,60,36,1,1,3,1
22,11,705,157,0,16,78,136,19,1,5,3,1
27,27,216,200,0,12,60,230,9,1,5,3,1
32,9,71,182,1,16,50,153,12,0,3,3,1
30,27,504,380,0,14,43,86,43,1,1,3,1
38,15,388,31,1,16,23,134,28,1,1,3,1
38,9,304,386,1,16,12,267,33,1,2,3,1
29,27,529,44,1,13,72,293,36,0,2,3,1
33,9,537,296,1,11,57,137,87,0,5,3,1
23,16,95,99,0,15,65,176,7,1,1,3,1
37,17,392,404,1,16,70,246,0,0,4,3,1
30,12,647,35,0,16,13,190,10,0,5,3,1
27,14,178,356,1,10,33,274,13,1,3,3,1
40,29,663,186,1,14,79,243,80,1,1,3,1
20,26,719,253,1,16,11,251,84,0,3,3,1
31,30,548,17,1,10,54,166,6,0,5,3,1
23,27,361,36,0,13,39,300,96,1,1,3,1
36,29,105,110,1,15,44,244,46,1,4,3,1
23,23,235,34,1,13,72,119,86,0,4,3,1
34,13,57,123,0,12,29,189,90,0,5,3,1
33,23,64,185,0,12,60,289,87,1,3,3,1
39,28,49,454,1,15,68,219,0,1,4,3,1
20,21,372,272,1,10,52,200,45,0,2,3,1
24,30,512,155,1,12,17,94,100,1,4,3,1
35,13,566,102,1,14,75,185,7,1,2,3,1
40,22,350,137,1,10,35,214,29,0,3,3,1
31,20,138,243,0,13,14,299,0,1,3,3,1
26,24,646,352,0,15,14,284,42,1,1,3,1
29,24,414,342,1,15,64,156,36,0,4,3,1
23,27,246,285,0,11,50,95,55,1,1,3,1
21,10,635,210,1,13,45,208,8,0,3,3,1
23,23,536,435,1,16,63,216,45,1,3,3,1
21,10,439,152,0,15,22,250,49,0,5,3,1
24,26,184,201,0,11,74,225,29,0,1,3,1
28,30,338,330,1,15,74,267,64,1,4,3,1
23,23,282,180,1,16,62,107,21,1,2,3,1
37,27,106,413,1,15,47,75,36,0,4,3,1
21,11,262,339,0,11,45,198,38,0,3,3,1
25,12,653,289,1,10,24,73,32,1,2,3,1
39,22,553,480,1,13,68,289,89,0,5,3,1
20,27,514,232,1,10,17,88,95,1,4,3,1
34,22,659,312,0,11,22,181,40,1,1,3,1
20,16,264,187,0,14,45,228,15,1,5,3,1
35,18,254,289,1,16,46,122,57,1,5,3,1
36,18,372,447,0,13,53,181,22,0,4,3,1
32,13,260,371,0,13,31,123,88,0,3,3,1
22,27,144,473,1,15,42,86,79,0,4,3,1
27,21,726,104,1,12,47,160,86,1,4,3,1
39,12,557,312,1,13,78,262,28,0,2,3,1
25,17,230,150,1,15,74,143,99,0,2,3,1
36,19,223,162,1,11,71,287,35,1,4,3,1
37,19,320,302,1,12,78,125,89,1,1,3,1
30,29,681,107,1,14,38,73,67,1,3,3,1
21,18,175,123,1,16,52,92,89,1,2,3,1
29,17,513,26,0,11,77,218,33,1,4,3,1
21,9,526,335,0,13,78,222,28,1,5,3,1
25,19,389,475,0,12,54,247,69,0,5,3,1
24,9,693,435,1,13,73,264,0,0,1,3,1
33,16,545,497,1,16,36,60,39,0,3,3,1
37,10,123,322,1,14,39,196,36,1,4,3,1
40,12,669,57,0,13,59,204,32,0,3,3,1
31,21,665,318,1,12,66,84,87,0,3,3,1
36,30,419,473,1,14,51,207,20,1,3,3,1
32,21,672,308,0,11,74,272,5,0,1,3,1
26,30,724,85,1,10,44,245,19,0,4,3,1
31,24,84,188,0,12,31,256,83,0,4,3,1
26,27,725,98,0,11,57,236,17,1,3,3,1
40,15,669,296,0,13,69,124,3,0,2,3,1
23,9,372,318,1,10,39,266,22,0,3,3,1
40,25,83,412,0,11,13,109,92,1,2,3,1
40,11,690,423,0,13,66,103,57,1,3,3,1
30,27,95,307,0,12,27,255,3,0,2,3,1
40,15,412,319,1,12,50,154,67,1,2,3,1
33,11,486,108,1,12,29,224,55,1,1,3,1
31,10,84,431,1,14,57,249,6,1,4,3,1
31,25,395,169,1,11,67,170,98,0,1,3,1
30,29,29,222,0,11,33,299,20,0,2,3,1
32,27,101,337,0,10,47,188,60,1,2,3,1
20,14,246,366,0,12,37,291,40,0,1,3,1
