temperatura;amonia;idade;peso;sexo;fotoperiodo;ruido;luz;umidade;infeccoes;animais_por_gaiola;risco
40;9;21;112;1;12;48;238;21;1;1;7
39;27;425;115;0;12;46;147;88;1;4;6
32;21;101;298;0;10;29;250;3;1;3;8
38;26;23;122;1;16;44;216;4;0;5;5
30;17;638;109;0;14;12;88;50;0;2;9
33;10;724;263;1;13;53;222;45;0;3;4
20;25;131;368;0;13;23;273;31;1;1;9
28;23;334;496;0;13;52;130;68;1;3;7
37;26;506;87;1;14;71;291;55;1;5;9
28;9;64;11;1;15;26;182;5;1;5;4
32;11;336;62;0;14;17;116;38;1;2;7
22;22;174;370;1;11;68;176;64;0;4;3
38;15;536;137;1;15;23;123;0;0;3;5
39;17;634;361;0;10;52;254;52;1;2;7
29;29;294;131;0;15;26;258;56;1;2;5
36;28;401;62;1;14;14;157;56;1;2;7
33;11;209;64;0;12;16;220;53;1;3;8
31;9;329;327;0;16;20;103;68;1;1;8
24;22;575;418;0;14;62;210;73;0;4;6
29;15;332;220;0;15;66;187;65;1;5;7
37;10;315;490;0;10;49;102;18;1;1;6
21;25;434;78;0;12;13;184;35;1;3;4
33;9;464;230;1;11;48;79;17;1;5;8
38;21;366;111;1;14;77;173;58;0;3;5
23;27;98;309;1;10;58;89;88;0;2;5
22;30;416;92;0;15;26;124;29;0;3;5
39;22;192;491;1;14;41;145;90;0;4;8
27;12;614;97;0;16;59;61;71;1;5;5
30;12;423;332;1;11;76;176;2;0;5;9
23;9;431;69;1;15;52;176;44;1;1;3
29;13;170;120;1;16;46;275;80;0;4;5
21;24;288;366;1;11;15;219;11;0;4;8
26;23;208;464;1;14;70;252;57;0;2;9
31;10;92;471;1;13;79;259;2;0;5;6
29;23;298;110;1;15;24;255;67;0;3;3
24;17;459;271;0;13;21;299;14;0;4;5
35;13;329;18;1;14;68;197;92;1;3;4
32;11;264;192;1;10;22;244;80;1;2;8
31;14;648;131;0;10;52;82;11;0;2;6
25;30;394;217;0;11;32;255;15;0;3;6
38;19;716;377;1;14;35;82;27;0;4;6
33;25;395;208;1;13;29;129;42;0;1;8
26;21;382;213;1;12;74;154;64;0;1;4
27;9;71;240;1;13;23;142;9;1;1;5
24;16;496;177;0;13;76;230;20;1;2;7
39;9;141;474;1;10;10;240;14;1;2;8
28;26;587;348;0;11;75;69;19;0;4;6
38;16;607;168;1;10;61;259;60;0;2;6
28;28;197;353;1;12;63;164;11;0;2;7
32;18;242;165;1;16;63;157;60;1;3;8
40;22;47;221;0;12;28;82;37;0;4;3
39;13;700;480;0;13;73;92;30;1;1;4
28;27;447;362;0;12;58;110;62;0;2;8
38;28;142;123;0;15;71;299;55;0;1;6
33;26;311;95;0;15;11;297;48;0;4;6
36;9;583;181;1;14;24;106;11;0;4;7
35;24;185;190;0;14;73;248;89;0;5;4
39;20;203;11;0;14;80;297;15;0;2;9
32;9;99;228;0;15;24;159;43;0;5;9
27;15;497;398;1;15;27;110;47;1;4;8
28;16;386;245;0;14;34;98;33;1;2;8
27;28;471;484;1;16;50;82;35;0;2;5
31;26;104;409;1;15;63;155;78;1;1;9
32;10;101;142;1;16;55;106;84;1;4;6
20;23;311;88;0;12;22;220;100;0;2;6
30;26;426;312;0;16;49;240;45;1;1;4
26;9;48;88;0;16;72;255;11;1;3;6
33;12;711;388;0;16;52;275;9;0;5;8
28;25;420;421;1;13;78;98;99;1;1;4
39;28;604;151;0;10;33;186;4;1;4;9
25;29;353;378;1;11;50;184;33;0;3;5
26;29;262;448;0;12;50;88;59;0;5;8
36;16;196;423;0;11;21;153;84;0;1;9
40;10;22;92;1;13;45;281;62;0;5;4
37;29;570;421;0;16;56;129;68;1;5;6
30;13;635;117;1;12;45;191;69;1;2;3
22;26;439;237;0;16;35;243;79;0;1;4
39;25;93;360;1;16;54;267;44;0;4;6
33;18;357;301;1;14;43;196;32;0;3;7
38;10;165;254;0;16;39;166;68;1;2;7
25;16;146;11;1;14;13;108;68;1;3;9
25;20;564;238;1;11;59;236;73;1;1;7
38;12;185;401;0;12;64;133;59;1;2;5
32;17;53;187;1;10;44;157;100;0;4;7
31;23;229;25;1;15;63;112;26;0;1;5
29;11;529;264;0;14;38;269;73;1;1;4
27;17;174;222;1;11;72;240;29;1;1;9
30;11;649;248;1;10;39;202;14;1;2;4
30;30;271;270;0;10;55;299;97;0;3;9
33;11;224;470;1;13;35;275;49;1;3;5
22;21;289;288;0;14;74;116;42;0;2;3
24;18;685;311;0;16;64;93;94;0;3;8
40;15;341;182;1;16;11;120;90;0;5;6
37;18;440;10;0;15;57;119;58;1;2;3
27;28;292;367;1;14;26;164;77;1;4;5
30;11;299;159;1;14;14;238;89;1;5;9
38;23;425;170;0;11;58;222;64;0;2;3
29;13;503;24;1;15;63;88;45;1;1;9
39;29;237;12;0;11;59;290;94;1;1;3
25;18;290;472;1;12;65;145;34;0;1;6
33;24;321;187;0;12;41;84;7;1;5;4
24;30;462;249;1;14;28;213;64;0;1;4
38;14;615;139;0;16;47;160;77;0;5;9
39;18;668;198;0;11;45;119;14;1;2;5
22;19;494;155;0;12;31;162;74;0;2;4
21;27;557;287;0;13;44;178;17;1;3;9
26;13;514;243;1;14;76;84;2;0;4;6
23;14;289;436;1;12;49;163;7;1;1;3
20;9;33;140;1;10;39;255;45;0;5;8
40;11;686;335;1;12;64;213;80;1;1;5
30;15;221;319;1;16;31;112;9;1;5;8
26;27;493;260;1;10;25;102;68;0;2;4
28;28;290;168;1;12;79;102;84;1;1;6
28;22;166;311;1;13;39;292;72;1;5;6
24;11;689;67;0;12;66;165;38;1;3;5
38;14;204;500;1;15;56;185;21;0;3;9
24;24;123;201;1;14;67;220;19;1;4;3
28;9;419;59;1;15;33;113;36;1;3;7
21;23;289;134;0;13;23;220;96;1;2;4
27;29;252;287;1;16;66;210;82;1;5;4
29;13;241;133;1;16;55;77;84;0;5;8
39;20;425;242;1;12;69;126;90;1;3;6
25;15;498;361;1;10;44;232;9;1;4;9
22;13;437;377;1;10;62;70;55;0;5;5
23;26;58;34;0;11;37;192;36;0;5;8
21;30;342;134;1;15;33;268;2;0;2;7
31;14;421;237;0;10;70;230;33;1;3;9
26;19;143;338;1;13;64;255;52;0;1;4
30;12;499;43;1;14;39;281;47;0;5;3
38;19;599;139;1;11;43;295;81;1;4;6
37;13;669;72;1;11;72;173;1;1;4;9
26;17;482;117;1;12;23;237;21;0;3;5
20;24;561;131;1;10;23;163;0;0;4;7
21;30;641;332;0;12;21;120;10;1;1;4
32;22;142;216;1;14;31;74;40;1;4;7
20;26;631;112;1;16;42;206;32;1;5;9
21;23;606;70;1;12;62;64;66;0;1;8
31;17;274;212;0;14;41;271;16;0;5;8
27;9;292;82;0;11;80;218;54;1;2;4
25;27;594;68;1;11;18;273;33;1;4;8
29;13;526;17;0;10;23;251;29;1;4;3
35;13;718;156;1;10;18;156;77;0;5;5
22;18;554;124;1;11;23;248;93;0;5;9
21;13;667;444;1;15;32;133;8;1;1;9
20;30;662;316;0;15;20;266;73;1;2;6
39;22;106;449;0;14;29;219;41;1;1;8
30;11;322;281;0;14;71;92;58;0;5;9
27;23;436;470;1;13;64;107;43;1;1;5
28;29;330;75;1;12;58;72;57;1;2;3
39;20;567;237;1;14;79;72;88;1;3;3
21;18;278;250;1;14;13;157;91;1;5;4
32;24;252;330;0;13;62;248;72;0;5;8
35;29;200;381;0;10;41;195;79;0;3;3
24;29;636;25;0;14;78;212;81;0;2;9
34;9;41;170;0;10;22;167;58;0;5;3
27;19;43;365;0;11;49;262;34;1;2;9
28;10;272;321;1;12;25;97;90;0;4;3
25;23;416;88;1;14;58;205;24;0;1;7
29;14;542;364;1;14;43;177;49;1;1;8
28;27;354;288;1;14;50;174;56;0;4;4
23;29;51;172;0;16;79;193;81;1;3;8
20;21;69;499;0;10;44;191;44;1;4;6
25;14;503;87;1;11;70;165;39;1;1;7
32;25;662;483;0;10;35;294;79;1;4;7
20;17;175;282;0;12;78;254;38;1;1;8
28;21;500;259;1;12;72;171;77;1;1;6
32;29;184;460;0;10;36;210;39;0;1;7
35;29;154;60;0;12;78;199;96;0;3;9
26;17;47;485;1;12;53;116;93;1;5;7
32;13;542;467;1;15;53;218;43;1;5;8
20;29;541;31;0;15;55;168;65;1;2;7
33;13;519;446;1;15;45;152;31;1;4;5
25;28;402;194;1;11;23;68;82;0;4;9
39;12;469;87;1;10;31;101;86;1;3;7
40;17;122;110;1;10;77;273;99;1;3;3
37;12;162;135;0;15;19;209;92;1;4;6
25;13;366;393;1;14;31;60;88;1;1;7
32;11;286;374;0;14;18;176;33;0;1;5
28;16;100;248;1;13;31;286;16;1;3;8
35;24;137;219;0;16;32;119;86;0;4;5
22;9;201;143;1;14;36;174;98;1;3;5
20;28;706;296;1;12;23;299;15;0;3;7
29;27;683;299;0;16;63;141;18;1;3;4
38;14;151;353;1;13;71;284;22;1;2;4
36;20;338;66;1;10;22;289;17;0;4;4
35;28;197;114;0;13;35;230;49;0;3;9
38;28;39;102;0;10;65;224;75;0;2;7
39;13;660;41;1;14;41;183;100;0;1;4
26;25;97;454;1;15;15;195;57;0;4;8
36;9;659;326;0;11;15;106;73;0;2;4
40;21;560;364;0;16;45;76;39;0;2;3
23;30;286;387;0;12;21;155;34;1;3;8
28;25;117;81;1;16;68;292;4;1;3;9
31;17;343;349;1;16;60;142;5;1;1;7
20;12;49;202;0;12;36;128;0;1;1;4
26;30;51;396;0;16;28;248;66;0;5;7
33;22;670;111;0;15;14;292;0;0;4;9
37;27;531;318;1;15;46;146;79;0;1;7
24;10;181;127;1;15;48;232;80;0;2;4
23;17;226;246;0;11;16;260;76;0;3;8
27;11;81;62;0;13;10;113;89;0;2;6
24;11;726;181;1;10;43;268;36;1;2;4
34;14;439;97;1;12;68;170;27;1;1;8
40;10;361;156;0;15;79;280;44;0;4;3
36;19;409;302;1;13;16;167;65;0;5;8
26;27;649;282;1;11;66;292;43;1;4;7
26;10;597;178;1;10;11;279;55;1;1;8
32;13;507;468;1;13;67;274;12;0;5;9
20;29;608;38;0;12;64;144;79;1;3;5
37;20;193;35;0;12;53;166;72;1;4;4
32;27;358;206;1;15;55;197;11;1;4;7
28;21;696;374;1;11;57;261;19;1;2;6
26;14;577;12;0;16;31;188;70;0;2;5
39;28;587;187;0;13;31;118;86;0;3;3
35;13;173;357;1;13;54;241;44;1;1;5
21;19;310;51;0;13;37;225;91;1;3;4
24;27;403;285;0;10;66;294;9;1;1;4
36;24;361;155;1;10;31;119;79;1;4;4
27;22;609;161;0;12;21;265;45;1;5;7
38;28;44;365;0;14;43;232;1;1;5;6
35;19;312;349;0;15;70;128;35;0;5;9
25;19;599;248;1;10;75;275;38;1;4;9
30;14;590;354;1;16;33;224;100;1;1;6
31;12;717;478;1;15;48;192;45;1;1;5
24;26;577;456;0;10;74;138;24;0;1;9
34;17;588;246;0;15;10;238;5;1;1;9
24;24;139;186;0;13;33;110;77;1;5;8
39;12;517;164;1;12;69;165;27;0;5;8
40;21;483;344;1;10;43;253;85;0;2;7
20;29;199;385;1;13;41;74;34;0;4;4
34;19;286;144;1;10;72;268;36;0;2;7
31;20;529;14;1;16;43;99;56;0;3;9
37;23;675;322;0;14;61;238;57;1;3;9
33;10;342;111;1;13;30;294;98;1;5;8
21;18;122;296;0;15;32;218;94;1;3;4
36;23;213;342;1;10;42;291;19;0;5;5
21;14;582;124;1;14;56;195;43;0;2;7
37;13;87;223;0;10;41;278;14;0;3;5
30;21;392;392;1;14;46;281;15;0;5;9
20;13;405;173;1;11;30;262;4;1;5;8
22;23;376;358;0;15;31;212;87;0;2;3
28;22;405;129;1;15;76;173;85;1;2;9
25;12;525;358;1;14;52;200;74;0;2;3
30;28;538;306;1;10;46;124;23;1;2;8
36;14;94;415;0;14;59;210;58;0;2;8
29;15;59;141;1;16;72;114;42;0;4;6
27;16;374;122;0;13;23;261;62;0;5;5
31;24;330;211;1;12;48;239;22;0;3;7
32;10;75;234;1;11;11;120;22;1;2;6
30;13;235;44;0;13;53;295;25;1;2;7
35;13;455;212;0;15;23;87;48;1;3;5
39;22;407;183;1;12;69;155;48;1;5;5
35;16;671;431;1;15;74;170;0;0;3;4
28;26;394;150;0;16;15;145;38;0;5;9
32;17;656;172;0;13;14;237;55;0;4;4
33;20;337;290;1;12;75;212;64;0;5;9
22;28;333;364;1;12;58;210;49;1;2;6
27;28;595;268;0;12;71;235;62;0;5;5
23;11;611;392;0;15;55;164;91;1;2;8
25;30;592;489;1;16;36;225;69;1;2;8
40;22;409;148;0;13;31;252;32;0;3;7
24;26;182;174;1;11;55;275;27;1;4;9
34;15;278;291;0;15;53;269;31;1;1;9
21;10;541;290;0;12;67;175;20;0;4;7
29;13;657;268;1;16;57;111;75;1;1;5
20;18;371;292;1;16;58;103;59;0;4;8
25;9;257;463;0;12;33;131;98;1;2;3
29;30;270;369;1;13;17;287;34;1;4;4
21;11;475;244;0;14;10;272;5;1;4;4
21;17;461;17;0;14;69;105;21;1;2;8
28;30;712;109;1;15;64;182;53;1;3;7
34;27;122;66;1;14;40;202;25;1;1;3
33;12;147;402;0;13;26;277;100;1;4;8
38;26;349;196;0;15;32;255;5;1;4;5
27;16;320;59;1;10;45;244;67;0;3;5
31;19;246;363;0;13;28;219;34;0;4;9
25;27;57;12;0;10;62;111;16;0;1;5
31;27;410;313;1;16;21;113;77;1;4;9
20;20;632;270;0;12;65;104;40;0;3;6
27;22;95;372;0;11;79;149;96;0;3;3
23;21;529;464;0;13;71;280;94;0;2;7
24;28;693;210;0;13;40;71;49;1;2;7
30;11;204;398;0;11;76;130;99;1;3;6
31;30;81;233;1;15;37;274;83;1;2;4
27;15;585;47;0;11;76;78;83;0;5;3
37;21;670;477;1;15;46;94;71;1;1;4
36;16;603;499;0;12;74;100;83;1;5;7
29;23;493;54;1;14;67;233;16;0;3;9
20;28;56;238;1;13;67;138;29;1;3;9
39;19;144;190;0;14;37;166;3;1;3;5
36;21;456;22;0;12;68;140;19;0;1;8
26;29;344;362;0;10;39;160;5;0;5;4
32;18;372;335;1;15;40;99;88;1;2;3
33;18;275;91;0;12;32;184;10;0;1;5
37;28;68;184;0;14;30;73;83;0;1;9
25;23;151;10;1;15;16;156;95;0;2;6
31;26;195;27;0;12;74;146;50;0;2;9
31;12;388;297;1;13;14;288;15;0;2;9
20;17;558;276;1;11;49;76;7;0;1;5
40;23;373;490;0;10;38;212;9;1;1;5
24;17;238;415;0;11;67;213;62;0;5;8
35;24;354;139;0;14;40;284;28;1;4;6
35;18;37;194;1;10;78;199;41;0;2;4
36;22;98;210;0;14;68;213;11;1;2;9
30;17;295;49;1;14;21;86;55;1;1;6
38;16;573;275;1;15;25;267;70;1;1;7
22;12;84;230;1;16;51;116;14;0;2;9
20;11;488;401;0;16;50;91;21;1;5;8
36;30;517;284;0;10;67;166;52;1;4;4
40;28;499;318;1;12;66;196;71;0;2;4
21;22;153;170;0;12;79;193;93;0;1;3
34;25;450;147;0;13;31;93;48;0;2;9
39;11;503;422;1;15;62;153;13;0;4;9
30;11;707;152;0;16;52;256;43;1;1;9
22;24;198;377;0;10;12;275;15;1;2;8
24;21;469;32;0;12;54;120;72;0;5;7
20;26;344;81;1;10;41;178;61;1;4;5
33;12;361;361;1;16;68;105;95;1;4;4
27;29;89;104;1;13;23;68;91;1;5;7
28;12;650;81;1;11;74;256;28;1;1;8
21;25;699;165;0;15;23;283;76;1;1;6
31;21;110;244;1;11;35;277;14;1;1;4
21;12;684;222;1;10;22;298;40;1;4;7
28;20;227;32;1;11;68;183;62;0;5;6
30;14;611;152;0;14;27;273;44;0;1;8
28;16;430;347;1;16;20;64;44;1;4;3
21;16;568;116;1;16;60;227;19;1;5;3
20;10;697;390;0;16;61;98;41;1;5;6
30;25;123;161;0;12;80;230;30;0;5;5
29;28;250;260;0;14;43;246;69;0;5;5
20;29;388;132;0;10;14;241;16;1;1;8
20;18;564;245;0;12;79;171;30;0;5;3
38;12;211;266;1;16;35;202;24;0;1;4
28;11;692;422;0;11;20;138;18;0;5;9
39;26;703;267;1;14;17;242;2;1;4;5
27;23;40;24;1;12;59;268;21;1;5;4
20;11;470;450;0;13;66;251;9;0;1;4
39;16;608;143;0;14;20;82;32;0;2;4
26;22;31;473;1;13;44;61;3;1;4;6
29;18;117;111;1;10;20;95;44;0;5;7
28;23;543;84;0;15;21;165;92;1;5;5
24;9;110;364;0;12;58;281;20;1;4;6
20;9;232;244;1;16;60;190;71;1;2;8
24;22;401;374;0;13;42;128;61;1;5;9
21;18;441;263;0;16;78;182;76;0;5;5
23;27;620;15;1;12;15;161;60;1;4;4
30;15;287;116;0;16;16;156;21;1;2;5
33;18;310;468;0;10;57;121;10;0;2;6
27;25;433;165;1;13;52;277;34;0;2;3
34;21;466;81;0;15;27;294;54;0;4;6
39;26;476;121;1;14;78;136;83;0;5;7
37;16;169;85;1;12;20;116;34;1;3;9
30;20;115;46;1;15;39;67;85;0;3;7
20;13;533;367;1;12;52;286;44;0;1;8
39;28;361;444;0;12;46;168;81;1;3;5
32;20;113;445;0;16;38;187;59;0;4;3
33;22;608;167;0;12;57;160;39;1;1;9
24;9;344;263;0;16;54;95;70;1;3;7
36;12;276;451;0;11;40;66;80;1;1;3
27;11;187;458;1;16;56;127;51;0;4;5
22;13;507;454;0;16;15;140;67;0;4;3
35;23;484;161;1;12;18;215;36;0;4;5
32;15;37;481;1;11;19;168;10;1;1;9
28;10;659;202;1;16;56;168;52;1;5;3
23;18;670;482;0;14;33;278;69;0;1;8
33;21;684;185;0;13;58;204;12;0;2;6
24;15;576;61;1;16;78;252;53;0;5;6
33;11;32;269;0;16;14;242;12;1;1;6
25;25;595;77;0;15;76;72;49;0;1;6
23;14;466;316;0;16;32;121;82;1;1;6
25;26;112;28;0;13;10;205;6;0;3;3
20;19;247;367;0;15;74;230;42;0;5;8
36;18;177;242;0;15;16;281;49;1;4;4
22;25;634;258;0;13;31;120;39;1;4;8
34;25;368;366;1;15;42;132;49;0;2;9
32;18;294;418;0;14;10;260;86;1;5;9
31;11;532;468;1;10;11;193;88;1;1;6
37;10;432;191;0;15;51;197;20;1;1;5
30;17;341;63;1;16;20;165;59;0;1;3
28;16;176;229;0;16;62;92;40;1;1;9
23;15;688;260;1;16;23;128;26;0;4;3
38;10;595;149;1;11;48;176;29;0;4;7
21;11;192;374;0;12;12;289;74;1;4;8
23;28;315;244;0;12;11;209;95;0;1;6
20;30;178;86;0;11;27;184;42;0;3;3
34;14;457;179;0;14;22;133;67;0;2;4
38;15;203;20;0;11;40;279;67;1;4;8
33;27;456;245;0;16;30;151;2;1;1;7
37;23;341;336;1;14;34;99;92;1;5;7
37;22;361;487;0;12;64;267;51;0;2;8
33;25;502;53;0;11;30;206;26;1;1;6
33;25;354;353;1;14;28;203;82;1;4;7
37;25;95;138;0;12;49;289;33;0;1;9
33;17;431;219;1;13;51;227;50;0;5;5
38;27;223;368;1;15;52;177;85;1;4;4
32;20;274;286;1;11;51;109;59;1;5;3
20;19;282;455;0;15;19;94;95;1;4;4
29;19;363;359;1;13;46;87;84;0;3;6
23;11;63;234;1;14;53;256;15;0;4;9
20;13;631;281;0;11;54;232;17;0;3;9
20;20;509;121;1;10;64;208;73;1;4;6
32;13;216;173;0;14;54;294;96;1;3;5
31;20;90;393;1;13;58;283;2;0;2;9
20;25;636;113;1;16;60;153;29;0;5;3
29;14;428;338;1;10;46;143;78;0;1;5
31;30;33;216;0;10;26;171;12;1;1;3
38;23;125;354;1;11;17;93;42;0;2;6
40;18;622;227;0;10;18;254;21;0;2;7
30;11;58;173;1;12;20;271;31;1;4;3
23;20;565;167;1;13;80;86;28;1;3;4
25;25;603;81;0;12;38;286;65;1;2;8
27;16;578;92;1;10;28;215;68;1;1;7
25;16;89;83;0;11;67;132;57;1;4;8
29;26;661;105;0;11;38;287;28;1;2;9
29;29;129;41;0;13;41;98;38;1;1;6
37;10;716;495;0;14;73;106;88;0;3;7
27;29;161;454;1;12;28;128;22;1;2;8
24;15;557;268;0;11;33;85;70;1;1;8
34;21;113;142;1;13;28;150;74;1;2;6
30;12;274;292;1;14;24;150;53;0;4;7
34;9;122;466;1;15;28;201;30;0;3;6
32;16;36;277;1;16;76;177;48;0;1;4
40;27;94;15;1;13;10;68;64;1;5;9
40;26;166;167;0;16;59;266;55;0;3;4
24;27;477;202;1;12;22;124;67;0;2;5
24;24;602;270;1;16;15;295;88;1;5;9
33;14;314;217;0;14;15;245;27;1;3;9
38;19;433;158;0;15;23;222;80;1;4;5
26;16;81;72;0;13;18;251;9;0;4;8
21;28;212;329;0;12;80;169;80;1;5;3
34;20;517;356;0;14;12;224;11;1;4;7
29;21;275;303;0;14;39;99;55;1;1;8
31;22;605;148;1;15;60;286;90;1;2;8
21;26;93;492;1;11;80;189;15;1;4;4
22;21;45;216;0;14;10;176;95;0;2;5
32;25;363;478;1;15;36;239;1;0;4;5
38;16;68;347;1;10;41;66;14;1;5;9
28;25;559;13;1;16;60;260;81;1;1;5
24;9;107;412;1;12;37;175;7;0;1;8
27;19;271;374;1;16;77;224;99;1;2;8
34;28;118;391;1;15;36;130;76;0;2;5
39;24;271;311;0;10;40;74;60;0;4;5
35;27;32;253;1;12;36;248;29;0;2;6
33;29;668;348;1;11;40;140;75;0;4;6
34;22;527;333;1;12;78;99;94;1;2;7
31;12;292;141;0;13;11;206;92;1;1;8
35;20;427;287;0;16;27;197;59;0;2;4
36;18;46;188;1;14;12;180;37;1;2;7
37;25;538;416;1;15;20;65;8;1;4;8
38;9;623;153;1;13;67;231;71;1;1;5
33;28;132;124;1;11;39;103;43;0;4;4
28;29;495;259;0;16;54;126;82;0;3;5
29;27;190;175;0;14;25;246;46;0;3;9
35;30;212;313;0;10;54;275;32;1;5;8
29;30;381;410;1;10;49;175;56;1;3;8
35;12;264;313;1;14;28;101;93;1;2;7
35;10;586;203;0;10;64;125;56;0;3;6
29;15;53;188;0;12;47;285;32;0;1;8
34;23;128;87;0;15;21;290;52;1;5;3
23;21;364;473;1;13;78;199;53;1;5;5
24;20;379;413;0;12;33;248;87;0;1;3
26;16;287;484;0;10;16;201;57;0;1;6
23;10;464;403;1;13;66;210;64;1;1;9
29;19;432;112;1;10;57;132;8;0;2;9
34;21;41;147;0;16;30;110;91;0;3;3
26;26;292;52;0;10;62;290;47;1;3;8
21;27;72;399;1;10;29;287;72;1;3;7
31;21;363;64;0;10;12;247;92;0;4;5
35;9;53;471;0;12;48;162;64;1;4;6
27;22;422;383;1;13;56;163;64;1;3;8
20;30;723;180;1;15;43;232;52;0;5;5
23;18;307;124;0;15;51;295;23;0;2;8
34;26;30;149;0;12;25;176;60;1;2;8
40;13;263;204;0;12;64;235;50;1;4;3
31;10;450;498;0;15;13;94;49;0;5;7
38;10;164;245;0;14;52;252;74;1;2;6
26;30;36;462;1;13;19;187;55;1;1;3
23;23;715;260;1;14;36;178;22;1;5;6
25;23;242;206;0;11;14;145;4;0;4;6
28;29;106;348;1;14;30;89;66;1;4;6
39;19;57;98;1;12;23;263;7;1;2;7
22;29;101;278;1;13;75;149;92;0;3;7
25;16;656;312;0;12;62;162;2;0;3;7
39;30;552;470;1;15;58;225;25;1;1;3
25;12;290;370;0;14;48;90;5;0;2;6
35;10;190;202;1;11;14;202;44;0;4;6
39;10;219;229;0;10;57;147;79;1;2;9
25;20;211;314;0;10;75;211;17;0;3;5
20;19;568;425;0;14;36;164;29;1;5;5
34;19;216;441;0;13;45;111;1;0;4;7
35;9;527;22;0;13;44;72;49;0;2;5
23;13;703;203;1;12;19;123;60;0;4;9
32;10;456;274;1;10;49;129;46;1;1;7
24;20;154;238;1;13;80;170;31;1;5;5
39;10;693;187;1;16;31;282;12;0;2;6
33;15;598;481;1;14;55;299;13;1;5;8
21;9;425;201;1;15;56;225;90;0;2;4
29;12;167;431;0;12;65;294;14;0;1;4
20;13;612;350;1;15;42;140;38;0;2;9
38;24;414;147;0;14;24;62;21;1;4;6
23;16;604;490;1;10;15;124;80;0;4;5
21;20;153;406;1;10;47;275;29;1;2;5
40;15;324;154;1;16;48;90;61;1;3;5
30;18;240;171;0;16;76;191;47;0;5;8
27;14;102;161;1;15;15;130;62;0;5;8
40;12;185;418;0;11;78;109;32;0;4;6
35;30;332;130;0;13;48;273;38;1;4;7
40;20;109;406;1;15;42;67;70;1;1;5
21;17;121;477;0;13;22;218;56;1;1;3
26;23;148;200;1;12;80;168;24;1;4;5
35;21;453;239;1;15;21;248;100;1;5;3
36;19;616;461;0;15;20;227;77;0;1;6
34;27;159;196;1;15;66;88;27;1;1;6
28;19;95;165;1;11;10;102;76;1;5;4
37;18;305;354;1;16;51;174;97;1;2;4
36;16;626;30;1;14;63;262;68;0;1;6
40;28;43;376;1;12;69;192;9;1;3;9
40;14;266;375;0;12;10;243;89;0;3;3
27;30;24;408;1;11;19;278;34;0;3;8
20;28;36;484;1;11;12;100;57;0;5;6
32;24;455;104;0;13;53;108;5;1;2;8
22;12;692;263;0;11;20;276;2;1;4;3
33;22;158;405;0;15;55;238;90;1;4;8
33;15;524;138;0;16;12;229;42;0;3;9
20;24;710;299;1;16;41;271;94;1;4;3
34;24;211;440;0;16;57;179;99;1;1;8
29;22;401;238;0;16;71;76;100;0;5;7
23;30;307;97;0;12;68;289;91;1;1;9
24;22;556;121;1;13;37;92;54;0;2;3
21;24;320;279;0;12;14;114;61;0;4;6
27;12;687;10;1;10;41;238;99;1;4;3
22;26;90;202;1;10;40;76;17;0;2;8
31;20;278;197;0;15;14;143;98;1;2;7
37;27;467;408;0;16;23;184;35;0;5;7
37;20;158;330;1;15;70;146;63;1;4;7
29;22;453;251;0;11;57;201;62;1;1;4
28;10;612;270;0;11;51;128;12;1;3;7
30;9;708;417;1;16;29;142;17;1;1;6
32;23;187;180;0;15;58;186;86;1;5;9
22;30;195;95;0;11;28;249;90;1;5;8
28;16;38;373;1;11;52;165;99;0;5;5
20;23;625;352;1;13;11;298;17;0;2;3
24;22;86;231;0;11;70;182;28;0;2;6
22;23;209;272;1;15;51;213;6;1;5;5
30;27;92;275;0;12;41;96;92;0;2;3
22;16;610;436;1;13;76;265;15;1;4;9
30;11;348;101;1;14;27;123;53;0;3;5
20;10;642;25;0;15;57;197;30;1;3;3
24;18;651;196;0;10;34;89;15;0;2;7
30;14;354;415;0;16;28;256;90;1;2;4
24;27;716;145;1;10;59;244;60;1;5;3
36;27;109;133;0;13;54;142;26;0;2;9
39;24;628;401;1;11;45;149;8;1;2;3
26;18;390;391;1;10;66;168;0;0;4;3
38;9;398;230;0;14;44;84;19;1;4;7
37;11;474;144;1;13;50;248;8;0;3;7
28;18;511;101;1;16;14;87;14;0;2;9
23;30;89;179;1;10;69;299;16;1;4;6
36;27;142;470;0;14;39;279;87;1;4;3
28;15;450;317;0;13;68;257;29;0;3;7
25;11;576;335;1;16;55;150;68;0;1;5
28;24;726;259;0;13;21;93;22;0;4;9
30;23;326;170;1;14;12;232;59;1;1;6
33;20;464;104;0;10;20;150;41;0;4;5
27;16;514;126;1;11;21;186;86;0;5;6
20;28;550;269;0;10;14;99;79;1;4;8
35;27;72;397;0;16;56;258;37;1;2;4
33;29;139;125;1;12;70;287;55;1;2;5
21;10;533;18;0;10;32;194;71;0;3;6
24;24;153;472;1;13;41;190;35;0;3;4
40;22;588;312;1;15;45;89;64;0;3;6
29;30;309;50;0;14;71;277;21;1;3;3
37;14;585;257;0;10;23;98;100;1;5;3
22;12;717;235;0;10;21;190;54;0;4;4
25;20;396;62;1;16;70;114;84;0;1;4
23;25;564;165;0;14;55;224;9;0;3;3
34;21;552;320;1;14;62;243;86;0;5;7
34;17;454;350;1;11;48;240;100;1;5;5
30;27;84;15;1;15;35;67;60;0;3;9
28;9;217;117;0;11;35;259;19;0;3;6
